	value	id	patient_id	channel	patient_type	cell_id
6398	2.717703349	445	P01	CYB	patient	P01_445
6399	6.488038278	445	P01	MTCO1	patient	P01_445
6400	2.751196172	445	P01	NDUFB8	patient	P01_445
6401	1.720183486	446	P01	VDAC	patient	P01_446
6402	1.935779817	446	P01	CYB	patient	P01_446
6403	3.316513761	446	P01	MTCO1	patient	P01_446
6404	1.729357798	446	P01	NDUFB8	patient	P01_446
6405	2.719101124	447	P01	VDAC	patient	P01_447
6406	2.782771536	447	P01	CYB	patient	P01_447
6407	5.011235955	447	P01	MTCO1	patient	P01_447
6408	2.498127341	447	P01	NDUFB8	patient	P01_447
6409	1.825641026	448	P01	VDAC	patient	P01_448
6410	1.841025641	448	P01	CYB	patient	P01_448
6411	3.276923077	448	P01	MTCO1	patient	P01_448
6412	1.8	448	P01	NDUFB8	patient	P01_448
6413	3.214285714	449	P01	VDAC	patient	P01_449
6414	3.447619048	449	P01	CYB	patient	P01_449
6415	8.880952381	449	P01	MTCO1	patient	P01_449
6416	3.10952381	449	P01	NDUFB8	patient	P01_449
6417	3.04040404	450	P01	VDAC	patient	P01_450
6418	2.771043771	450	P01	CYB	patient	P01_450
6419	6.966329966	450	P01	MTCO1	patient	P01_450
6420	2.747474747	450	P01	NDUFB8	patient	P01_450
6421	4.152777778	451	P01	VDAC	patient	P01_451
6422	4.583333333	451	P01	CYB	patient	P01_451
6423	10.28703704	451	P01	MTCO1	patient	P01_451
6424	4.773148148	451	P01	NDUFB8	patient	P01_451
6425	3.04	452	P01	VDAC	patient	P01_452
6426	3.213333333	452	P01	CYB	patient	P01_452
6427	8.12	452	P01	MTCO1	patient	P01_452
6428	3.315555556	452	P01	NDUFB8	patient	P01_452
6429	2.919191919	453	P01	VDAC	patient	P01_453
6430	2.936026936	453	P01	CYB	patient	P01_453
6431	6.35016835	453	P01	MTCO1	patient	P01_453
6432	2.636363636	453	P01	NDUFB8	patient	P01_453
6433	3.86407767	454	P01	VDAC	patient	P01_454
6434	4.71197411	454	P01	CYB	patient	P01_454
6435	12.46601942	454	P01	MTCO1	patient	P01_454
6436	5.284789644	454	P01	NDUFB8	patient	P01_454
6437	1.747933884	455	P01	VDAC	patient	P01_455
6438	1.640495868	455	P01	CYB	patient	P01_455
6439	1.665289256	455	P01	MTCO1	patient	P01_455
6440	1.252066116	455	P01	NDUFB8	patient	P01_455
6441	3.489795918	456	P01	VDAC	patient	P01_456
6442	3.383673469	456	P01	CYB	patient	P01_456
6443	9.485714286	456	P01	MTCO1	patient	P01_456
6444	3.510204082	456	P01	NDUFB8	patient	P01_456
6445	3.101818182	457	P01	VDAC	patient	P01_457
6446	3.029090909	457	P01	CYB	patient	P01_457
6447	7.065454545	457	P01	MTCO1	patient	P01_457
6448	2.981818182	457	P01	NDUFB8	patient	P01_457
6449	2.523489933	458	P01	VDAC	patient	P01_458
6450	2.540268456	458	P01	CYB	patient	P01_458
6451	5.738255034	458	P01	MTCO1	patient	P01_458
6452	2.446308725	458	P01	NDUFB8	patient	P01_458
6453	2.819047619	459	P01	VDAC	patient	P01_459
6454	2.828571429	459	P01	CYB	patient	P01_459
6455	7.171428571	459	P01	MTCO1	patient	P01_459
6456	2.50952381	459	P01	NDUFB8	patient	P01_459
6457	1.965397924	460	P01	VDAC	patient	P01_460
6458	2.166089965	460	P01	CYB	patient	P01_460
6459	3.14532872	460	P01	MTCO1	patient	P01_460
6460	1.806228374	460	P01	NDUFB8	patient	P01_460
6461	3.056768559	461	P01	VDAC	patient	P01_461
6462	2.659388646	461	P01	CYB	patient	P01_461
6463	5.886462882	461	P01	MTCO1	patient	P01_461
6464	2.475982533	461	P01	NDUFB8	patient	P01_461
6465	1.980314961	462	P01	VDAC	patient	P01_462
6466	2.161417323	462	P01	CYB	patient	P01_462
6467	4.318897638	462	P01	MTCO1	patient	P01_462
6468	2.098425197	462	P01	NDUFB8	patient	P01_462
6469	2.856269113	463	P01	VDAC	patient	P01_463
6470	3.256880734	463	P01	CYB	patient	P01_463
6471	6.394495413	463	P01	MTCO1	patient	P01_463
6472	2.654434251	463	P01	NDUFB8	patient	P01_463
6473	4.230188679	464	P01	VDAC	patient	P01_464
6474	4.660377358	464	P01	CYB	patient	P01_464
6475	12.85660377	464	P01	MTCO1	patient	P01_464
6476	5.075471698	464	P01	NDUFB8	patient	P01_464
6477	3.079545455	465	P01	VDAC	patient	P01_465
6478	3.244318182	465	P01	CYB	patient	P01_465
6479	7.346590909	465	P01	MTCO1	patient	P01_465
6480	2.738636364	465	P01	NDUFB8	patient	P01_465
6481	2.629834254	466	P01	VDAC	patient	P01_466
6482	3.182320442	466	P01	CYB	patient	P01_466
6483	4.756906077	466	P01	MTCO1	patient	P01_466
6484	2.303867403	466	P01	NDUFB8	patient	P01_466
6485	2.906614786	467	P01	VDAC	patient	P01_467
6486	2.86381323	467	P01	CYB	patient	P01_467
6487	6.035019455	467	P01	MTCO1	patient	P01_467
6488	2.723735409	467	P01	NDUFB8	patient	P01_467
6489	2.568	468	P01	VDAC	patient	P01_468
6490	3.04	468	P01	CYB	patient	P01_468
6491	6.94	468	P01	MTCO1	patient	P01_468
6492	3.272	468	P01	NDUFB8	patient	P01_468
6493	1.939393939	469	P01	VDAC	patient	P01_469
6494	1.933333333	469	P01	CYB	patient	P01_469
6495	4.012121212	469	P01	MTCO1	patient	P01_469
6496	1.787878788	469	P01	NDUFB8	patient	P01_469
6497	3.234741784	470	P01	VDAC	patient	P01_470
6498	3.685446009	470	P01	CYB	patient	P01_470
6499	9.65258216	470	P01	MTCO1	patient	P01_470
6500	3.55399061	470	P01	NDUFB8	patient	P01_470
6501	2.660633484	471	P01	VDAC	patient	P01_471
6502	1.339366516	471	P01	CYB	patient	P01_471
6503	1.135746606	471	P01	MTCO1	patient	P01_471
6504	1.058823529	471	P01	NDUFB8	patient	P01_471
6505	4.183333333	472	P01	VDAC	patient	P01_472
6506	1.77	472	P01	CYB	patient	P01_472
6507	1.803333333	472	P01	MTCO1	patient	P01_472
6508	1.336666667	472	P01	NDUFB8	patient	P01_472
6509	2.099337748	473	P01	VDAC	patient	P01_473
6510	2.337748344	473	P01	CYB	patient	P01_473
6511	4.940397351	473	P01	MTCO1	patient	P01_473
6512	2.218543046	473	P01	NDUFB8	patient	P01_473
6513	3.677419355	474	P01	VDAC	patient	P01_474
6514	4.648387097	474	P01	CYB	patient	P01_474
6515	10.4	474	P01	MTCO1	patient	P01_474
6516	3.5	474	P01	NDUFB8	patient	P01_474
6517	3.649350649	475	P01	VDAC	patient	P01_475
6518	3.487012987	475	P01	CYB	patient	P01_475
6519	3.681818182	475	P01	MTCO1	patient	P01_475
6520	2.155844156	475	P01	NDUFB8	patient	P01_475
6521	2.246478873	476	P01	VDAC	patient	P01_476
6522	2.422535211	476	P01	CYB	patient	P01_476
6523	3.042253521	476	P01	MTCO1	patient	P01_476
6524	2.5	476	P01	NDUFB8	patient	P01_476
6525	3.004854369	477	P01	VDAC	patient	P01_477
6526	2.95631068	477	P01	CYB	patient	P01_477
6527	5.810679612	477	P01	MTCO1	patient	P01_477
6528	2.567961165	477	P01	NDUFB8	patient	P01_477
6529	2.485981308	478	P01	VDAC	patient	P01_478
6530	2.985981308	478	P01	CYB	patient	P01_478
6531	6.700934579	478	P01	MTCO1	patient	P01_478
6532	3.074766355	478	P01	NDUFB8	patient	P01_478
6533	2.582802548	479	P01	VDAC	patient	P01_479
6534	3.23566879	479	P01	CYB	patient	P01_479
6535	7.079617834	479	P01	MTCO1	patient	P01_479
6536	3.359872611	479	P01	NDUFB8	patient	P01_479
6537	2.087248322	480	P01	VDAC	patient	P01_480
6538	2.342281879	480	P01	CYB	patient	P01_480
6539	4.644295302	480	P01	MTCO1	patient	P01_480
6540	2.026845638	480	P01	NDUFB8	patient	P01_480
6541	3.947791165	481	P01	VDAC	patient	P01_481
6542	4.799196787	481	P01	CYB	patient	P01_481
6543	11.73493976	481	P01	MTCO1	patient	P01_481
6544	4.742971888	481	P01	NDUFB8	patient	P01_481
6545	6.142384106	482	P01	VDAC	patient	P01_482
6546	9.258278146	482	P01	CYB	patient	P01_482
6547	29.11589404	482	P01	MTCO1	patient	P01_482
6548	1.668874172	482	P01	NDUFB8	patient	P01_482
6549	3.042424242	483	P01	VDAC	patient	P01_483
6550	3.193939394	483	P01	CYB	patient	P01_483
6551	7.587878788	483	P01	MTCO1	patient	P01_483
6552	2.981818182	483	P01	NDUFB8	patient	P01_483
6553	2.083798883	484	P01	VDAC	patient	P01_484
6554	2.106145251	484	P01	CYB	patient	P01_484
6555	4.396648045	484	P01	MTCO1	patient	P01_484
6556	2.145251397	484	P01	NDUFB8	patient	P01_484
6557	2.852380952	485	P01	VDAC	patient	P01_485
6558	3.142857143	485	P01	CYB	patient	P01_485
6559	7.671428571	485	P01	MTCO1	patient	P01_485
6560	3.004761905	485	P01	NDUFB8	patient	P01_485
6561	2.878571429	486	P01	VDAC	patient	P01_486
6562	3.135714286	486	P01	CYB	patient	P01_486
6563	5.478571429	486	P01	MTCO1	patient	P01_486
6564	2.75	486	P01	NDUFB8	patient	P01_486
6565	2.982683983	487	P01	VDAC	patient	P01_487
6566	3.017316017	487	P01	CYB	patient	P01_487
6567	8.043290043	487	P01	MTCO1	patient	P01_487
6568	3.285714286	487	P01	NDUFB8	patient	P01_487
6569	2.495049505	488	P01	VDAC	patient	P01_488
6570	2.613861386	488	P01	CYB	patient	P01_488
6571	6.123762376	488	P01	MTCO1	patient	P01_488
6572	2.465346535	488	P01	NDUFB8	patient	P01_488
6573	4.24291498	489	P01	VDAC	patient	P01_489
6574	4.412955466	489	P01	CYB	patient	P01_489
6575	12.2388664	489	P01	MTCO1	patient	P01_489
6576	4.356275304	489	P01	NDUFB8	patient	P01_489
6577	3.309734513	490	P01	VDAC	patient	P01_490
6578	3.578171091	490	P01	CYB	patient	P01_490
6579	8.08259587	490	P01	MTCO1	patient	P01_490
6580	3.085545723	490	P01	NDUFB8	patient	P01_490
6581	2.003759398	491	P01	VDAC	patient	P01_491
6582	2.157894737	491	P01	CYB	patient	P01_491
6583	4.187969925	491	P01	MTCO1	patient	P01_491
6584	1.853383459	491	P01	NDUFB8	patient	P01_491
6585	2.933884298	492	P01	VDAC	patient	P01_492
6586	2.983471074	492	P01	CYB	patient	P01_492
6587	7.103305785	492	P01	MTCO1	patient	P01_492
6588	2.896694215	492	P01	NDUFB8	patient	P01_492
6589	2.738636364	493	P01	VDAC	patient	P01_493
6590	3.335227273	493	P01	CYB	patient	P01_493
6591	7.3125	493	P01	MTCO1	patient	P01_493
6592	3.017045455	493	P01	NDUFB8	patient	P01_493
6593	3.831932773	494	P01	VDAC	patient	P01_494
6594	3.869747899	494	P01	CYB	patient	P01_494
6595	10.40756303	494	P01	MTCO1	patient	P01_494
6596	3.575630252	494	P01	NDUFB8	patient	P01_494
6597	2.966244726	495	P01	VDAC	patient	P01_495
6598	3.308016878	495	P01	CYB	patient	P01_495
6599	7.392405063	495	P01	MTCO1	patient	P01_495
6600	2.814345992	495	P01	NDUFB8	patient	P01_495
6601	1.756849315	496	P01	VDAC	patient	P01_496
6602	2.243150685	496	P01	CYB	patient	P01_496
6603	4.058219178	496	P01	MTCO1	patient	P01_496
6604	2.20890411	496	P01	NDUFB8	patient	P01_496
6605	1.637860082	497	P01	VDAC	patient	P01_497
6606	1.75308642	497	P01	CYB	patient	P01_497
6607	3.473251029	497	P01	MTCO1	patient	P01_497
6608	1.724279835	497	P01	NDUFB8	patient	P01_497
6609	3.162011173	498	P01	VDAC	patient	P01_498
6610	3.726256983	498	P01	CYB	patient	P01_498
6611	5.782122905	498	P01	MTCO1	patient	P01_498
6612	2.379888268	498	P01	NDUFB8	patient	P01_498
6613	1.934210526	499	P01	VDAC	patient	P01_499
6614	1.842105263	499	P01	CYB	patient	P01_499
6615	3.480263158	499	P01	MTCO1	patient	P01_499
6616	1.914473684	499	P01	NDUFB8	patient	P01_499
6617	3.203319502	500	P01	VDAC	patient	P01_500
6618	3.556016598	500	P01	CYB	patient	P01_500
6619	8.215767635	500	P01	MTCO1	patient	P01_500
6620	3.045643154	500	P01	NDUFB8	patient	P01_500
6621	3.123552124	501	P01	VDAC	patient	P01_501
6622	3.907335907	501	P01	CYB	patient	P01_501
6623	9.254826255	501	P01	MTCO1	patient	P01_501
6624	3.891891892	501	P01	NDUFB8	patient	P01_501
6625	2.934343434	502	P01	VDAC	patient	P01_502
6626	3.151515152	502	P01	CYB	patient	P01_502
6627	7.575757576	502	P01	MTCO1	patient	P01_502
6628	2.974747475	502	P01	NDUFB8	patient	P01_502
6629	2.057823129	503	P01	VDAC	patient	P01_503
6630	2.306122449	503	P01	CYB	patient	P01_503
6631	3.80952381	503	P01	MTCO1	patient	P01_503
6632	1.80952381	503	P01	NDUFB8	patient	P01_503
6633	5.467532468	504	P01	VDAC	patient	P01_504
6634	5.645021645	504	P01	CYB	patient	P01_504
6635	1.83982684	504	P01	MTCO1	patient	P01_504
6636	1.16017316	504	P01	NDUFB8	patient	P01_504
6637	4.350364964	505	P01	VDAC	patient	P01_505
6638	5.96350365	505	P01	CYB	patient	P01_505
6639	1.467153285	505	P01	MTCO1	patient	P01_505
6640	1.218978102	505	P01	NDUFB8	patient	P01_505
6641	2.541501976	506	P01	VDAC	patient	P01_506
6642	2.600790514	506	P01	CYB	patient	P01_506
6643	6.304347826	506	P01	MTCO1	patient	P01_506
6644	2.628458498	506	P01	NDUFB8	patient	P01_506
6645	5.046808511	507	P01	VDAC	patient	P01_507
6646	5.2	507	P01	CYB	patient	P01_507
6647	13.45106383	507	P01	MTCO1	patient	P01_507
6648	5.017021277	507	P01	NDUFB8	patient	P01_507
6649	2.453271028	508	P01	VDAC	patient	P01_508
6650	2.528037383	508	P01	CYB	patient	P01_508
6651	5.453271028	508	P01	MTCO1	patient	P01_508
6652	2.514018692	508	P01	NDUFB8	patient	P01_508
6653	2.36328125	509	P01	VDAC	patient	P01_509
6654	2.546875	509	P01	CYB	patient	P01_509
6655	5.08203125	509	P01	MTCO1	patient	P01_509
6656	2.1953125	509	P01	NDUFB8	patient	P01_509
6657	3.52293578	510	P01	VDAC	patient	P01_510
6658	3.892966361	510	P01	CYB	patient	P01_510
6659	9.418960245	510	P01	MTCO1	patient	P01_510
6660	3.513761468	510	P01	NDUFB8	patient	P01_510
6661	2.93877551	511	P01	VDAC	patient	P01_511
6662	3.159183673	511	P01	CYB	patient	P01_511
6663	8.318367347	511	P01	MTCO1	patient	P01_511
6664	3.228571429	511	P01	NDUFB8	patient	P01_511
6665	2.410071942	512	P01	VDAC	patient	P01_512
6666	2.258992806	512	P01	CYB	patient	P01_512
6667	5.122302158	512	P01	MTCO1	patient	P01_512
6668	1.834532374	512	P01	NDUFB8	patient	P01_512
6669	2.631868132	513	P01	VDAC	patient	P01_513
6670	2.769230769	513	P01	CYB	patient	P01_513
6671	5.934065934	513	P01	MTCO1	patient	P01_513
6672	2.456043956	513	P01	NDUFB8	patient	P01_513
6673	2.13618677	514	P01	VDAC	patient	P01_514
6674	2.521400778	514	P01	CYB	patient	P01_514
6675	5.194552529	514	P01	MTCO1	patient	P01_514
6676	2.715953307	514	P01	NDUFB8	patient	P01_514
6677	3.247572816	515	P01	VDAC	patient	P01_515
6678	3.368932039	515	P01	CYB	patient	P01_515
6679	7.237864078	515	P01	MTCO1	patient	P01_515
6680	2.873786408	515	P01	NDUFB8	patient	P01_515
6681	3.161073826	516	P01	VDAC	patient	P01_516
6682	2.838926174	516	P01	CYB	patient	P01_516
6683	7.067114094	516	P01	MTCO1	patient	P01_516
6684	2.906040268	516	P01	NDUFB8	patient	P01_516
6685	2.682310469	517	P01	VDAC	patient	P01_517
6686	3.259927798	517	P01	CYB	patient	P01_517
6687	7.59566787	517	P01	MTCO1	patient	P01_517
6688	3.129963899	517	P01	NDUFB8	patient	P01_517
6689	3.109090909	518	P01	VDAC	patient	P01_518
6690	3.718181818	518	P01	CYB	patient	P01_518
6691	8.7	518	P01	MTCO1	patient	P01_518
6692	3.848484848	518	P01	NDUFB8	patient	P01_518
6693	2.454935622	519	P01	VDAC	patient	P01_519
6694	2.660944206	519	P01	CYB	patient	P01_519
6695	5.270386266	519	P01	MTCO1	patient	P01_519
6696	2.214592275	519	P01	NDUFB8	patient	P01_519
6697	2.295620438	520	P01	VDAC	patient	P01_520
6698	2.795620438	520	P01	CYB	patient	P01_520
6699	5.817518248	520	P01	MTCO1	patient	P01_520
6700	2.496350365	520	P01	NDUFB8	patient	P01_520
6701	2.705882353	521	P01	VDAC	patient	P01_521
6702	1.111111111	521	P01	CYB	patient	P01_521
6703	1.163398693	521	P01	MTCO1	patient	P01_521
6704	1.078431373	521	P01	NDUFB8	patient	P01_521
6705	2.65248227	522	P01	VDAC	patient	P01_522
6706	2.709219858	522	P01	CYB	patient	P01_522
6707	5.957446809	522	P01	MTCO1	patient	P01_522
6708	2.056737589	522	P01	NDUFB8	patient	P01_522
6709	2.853658537	523	P01	VDAC	patient	P01_523
6710	2.829268293	523	P01	CYB	patient	P01_523
6711	6.351219512	523	P01	MTCO1	patient	P01_523
6712	2.429268293	523	P01	NDUFB8	patient	P01_523
6713	2.265116279	524	P01	VDAC	patient	P01_524
6714	2.16744186	524	P01	CYB	patient	P01_524
6715	4.739534884	524	P01	MTCO1	patient	P01_524
6716	2.097674419	524	P01	NDUFB8	patient	P01_524
6717	3.368644068	525	P01	VDAC	patient	P01_525
6718	3.834745763	525	P01	CYB	patient	P01_525
6719	9.699152542	525	P01	MTCO1	patient	P01_525
6720	3.38559322	525	P01	NDUFB8	patient	P01_525
6721	1.67539267	526	P01	VDAC	patient	P01_526
6722	1.570680628	526	P01	CYB	patient	P01_526
6723	2.42408377	526	P01	MTCO1	patient	P01_526
6724	1.497382199	526	P01	NDUFB8	patient	P01_526
6725	3.307210031	527	P01	VDAC	patient	P01_527
6726	3.473354232	527	P01	CYB	patient	P01_527
6727	8.912225705	527	P01	MTCO1	patient	P01_527
6728	3.407523511	527	P01	NDUFB8	patient	P01_527
6729	3.400862069	528	P01	VDAC	patient	P01_528
6730	3.767241379	528	P01	CYB	patient	P01_528
6731	10.12068966	528	P01	MTCO1	patient	P01_528
6732	3.560344828	528	P01	NDUFB8	patient	P01_528
6733	8.022556391	529	P01	VDAC	patient	P01_529
6734	11.13909774	529	P01	CYB	patient	P01_529
6735	1.45112782	529	P01	MTCO1	patient	P01_529
6736	1.218045113	529	P01	NDUFB8	patient	P01_529
6737	3.01010101	530	P01	VDAC	patient	P01_530
6738	3.434343434	530	P01	CYB	patient	P01_530
6739	3.833333333	530	P01	MTCO1	patient	P01_530
6740	1.601010101	530	P01	NDUFB8	patient	P01_530
6741	1.697674419	531	P01	VDAC	patient	P01_531
6742	1.761627907	531	P01	CYB	patient	P01_531
6743	2.639534884	531	P01	MTCO1	patient	P01_531
6744	1.529069767	531	P01	NDUFB8	patient	P01_531
6745	2.698924731	532	P01	VDAC	patient	P01_532
6746	2.672043011	532	P01	CYB	patient	P01_532
6747	6.521505376	532	P01	MTCO1	patient	P01_532
6748	2.580645161	532	P01	NDUFB8	patient	P01_532
6749	2.316939891	533	P01	VDAC	patient	P01_533
6750	2.628415301	533	P01	CYB	patient	P01_533
6751	5.650273224	533	P01	MTCO1	patient	P01_533
6752	2.557377049	533	P01	NDUFB8	patient	P01_533
6753	3.229437229	534	P01	VDAC	patient	P01_534
6754	3.770562771	534	P01	CYB	patient	P01_534
6755	2.636363636	534	P01	MTCO1	patient	P01_534
6756	1.415584416	534	P01	NDUFB8	patient	P01_534
6757	2.860986547	535	P01	VDAC	patient	P01_535
6758	3.228699552	535	P01	CYB	patient	P01_535
6759	7.860986547	535	P01	MTCO1	patient	P01_535
6760	2.919282511	535	P01	NDUFB8	patient	P01_535
6761	3.330543933	536	P01	VDAC	patient	P01_536
6762	3.80334728	536	P01	CYB	patient	P01_536
6763	8.426778243	536	P01	MTCO1	patient	P01_536
6764	2.916317992	536	P01	NDUFB8	patient	P01_536
6765	1.941979522	537	P01	VDAC	patient	P01_537
6766	2.09556314	537	P01	CYB	patient	P01_537
6767	4.290102389	537	P01	MTCO1	patient	P01_537
6768	2.259385666	537	P01	NDUFB8	patient	P01_537
6769	3.322115385	538	P01	VDAC	patient	P01_538
6770	3.966346154	538	P01	CYB	patient	P01_538
6771	1.201923077	538	P01	MTCO1	patient	P01_538
6772	1.134615385	538	P01	NDUFB8	patient	P01_538
6773	3.83847981	539	P01	VDAC	patient	P01_539
6774	5.09976247	539	P01	CYB	patient	P01_539
6775	2.795724466	539	P01	MTCO1	patient	P01_539
6776	1.579572447	539	P01	NDUFB8	patient	P01_539
6777	4.262773723	540	P01	VDAC	patient	P01_540
6778	1.408759124	540	P01	CYB	patient	P01_540
6779	1.262773723	540	P01	MTCO1	patient	P01_540
6780	1.153284672	540	P01	NDUFB8	patient	P01_540
6781	2.082262211	541	P01	VDAC	patient	P01_541
6782	2.53470437	541	P01	CYB	patient	P01_541
6783	4.236503856	541	P01	MTCO1	patient	P01_541
6784	2.493573265	541	P01	NDUFB8	patient	P01_541
6785	1.56557377	542	P01	VDAC	patient	P01_542
6786	1.586065574	542	P01	CYB	patient	P01_542
6787	2.528688525	542	P01	MTCO1	patient	P01_542
6788	1.233606557	542	P01	NDUFB8	patient	P01_542
6789	2.893442623	543	P01	VDAC	patient	P01_543
6790	3.901639344	543	P01	CYB	patient	P01_543
6791	8.905737705	543	P01	MTCO1	patient	P01_543
6792	3.545081967	543	P01	NDUFB8	patient	P01_543
6793	3.364312268	544	P01	VDAC	patient	P01_544
6794	3.148698885	544	P01	CYB	patient	P01_544
6795	7.527881041	544	P01	MTCO1	patient	P01_544
6796	3.022304833	544	P01	NDUFB8	patient	P01_544
6797	3.182758621	545	P01	VDAC	patient	P01_545
6798	3.210344828	545	P01	CYB	patient	P01_545
6799	8.179310345	545	P01	MTCO1	patient	P01_545
6800	3.444827586	545	P01	NDUFB8	patient	P01_545
6801	1.466292135	546	P01	VDAC	patient	P01_546
6802	1.426966292	546	P01	CYB	patient	P01_546
6803	1.235955056	546	P01	MTCO1	patient	P01_546
6804	1.073033708	546	P01	NDUFB8	patient	P01_546
6805	2.413612565	547	P01	VDAC	patient	P01_547
6806	2.643979058	547	P01	CYB	patient	P01_547
6807	1.413612565	547	P01	MTCO1	patient	P01_547
6808	1.104712042	547	P01	NDUFB8	patient	P01_547
6809	6.530516432	548	P01	VDAC	patient	P01_548
6810	8.572769953	548	P01	CYB	patient	P01_548
6811	1.596244131	548	P01	MTCO1	patient	P01_548
6812	1.300469484	548	P01	NDUFB8	patient	P01_548
6813	2.318965517	549	P01	VDAC	patient	P01_549
6814	2.267241379	549	P01	CYB	patient	P01_549
6815	3.431034483	549	P01	MTCO1	patient	P01_549
6816	2.038793103	549	P01	NDUFB8	patient	P01_549
6817	3.308035714	550	P01	VDAC	patient	P01_550
6818	3.084821429	550	P01	CYB	patient	P01_550
6819	7.580357143	550	P01	MTCO1	patient	P01_550
6820	3.223214286	550	P01	NDUFB8	patient	P01_550
6821	2.688581315	551	P01	VDAC	patient	P01_551
6822	3.024221453	551	P01	CYB	patient	P01_551
6823	6.384083045	551	P01	MTCO1	patient	P01_551
6824	2.882352941	551	P01	NDUFB8	patient	P01_551
6825	2.273291925	552	P01	VDAC	patient	P01_552
6826	2.229813665	552	P01	CYB	patient	P01_552
6827	5.130434783	552	P01	MTCO1	patient	P01_552
6828	2.223602484	552	P01	NDUFB8	patient	P01_552
6829	3.767527675	553	P01	VDAC	patient	P01_553
6830	4.110701107	553	P01	CYB	patient	P01_553
6831	9.712177122	553	P01	MTCO1	patient	P01_553
6832	3.852398524	553	P01	NDUFB8	patient	P01_553
6833	2.945701357	554	P01	VDAC	patient	P01_554
6834	3.34841629	554	P01	CYB	patient	P01_554
6835	7.859728507	554	P01	MTCO1	patient	P01_554
6836	2.895927602	554	P01	NDUFB8	patient	P01_554
6837	2.564102564	555	P01	VDAC	patient	P01_555
6838	3.176282051	555	P01	CYB	patient	P01_555
6839	7.323717949	555	P01	MTCO1	patient	P01_555
6840	2.926282051	555	P01	NDUFB8	patient	P01_555
6841	3.263681592	556	P01	VDAC	patient	P01_556
6842	3.313432836	556	P01	CYB	patient	P01_556
6843	7.587064677	556	P01	MTCO1	patient	P01_556
6844	3.124378109	556	P01	NDUFB8	patient	P01_556
6845	1.987804878	557	P01	VDAC	patient	P01_557
6846	1.756097561	557	P01	CYB	patient	P01_557
6847	3.243902439	557	P01	MTCO1	patient	P01_557
6848	1.853658537	557	P01	NDUFB8	patient	P01_557
6849	1.969230769	558	P01	VDAC	patient	P01_558
6850	2.161538462	558	P01	CYB	patient	P01_558
6851	4.15	558	P01	MTCO1	patient	P01_558
6852	2.134615385	558	P01	NDUFB8	patient	P01_558
6853	3.47706422	559	P01	VDAC	patient	P01_559
6854	3.69266055	559	P01	CYB	patient	P01_559
6855	8.958715596	559	P01	MTCO1	patient	P01_559
6856	2.958715596	559	P01	NDUFB8	patient	P01_559
6857	2.83	560	P01	VDAC	patient	P01_560
6858	2.83	560	P01	CYB	patient	P01_560
6859	5.51	560	P01	MTCO1	patient	P01_560
6860	2.2	560	P01	NDUFB8	patient	P01_560
6861	2.521276596	561	P01	VDAC	patient	P01_561
6862	2.787234043	561	P01	CYB	patient	P01_561
6863	7.005319149	561	P01	MTCO1	patient	P01_561
6864	2.484042553	561	P01	NDUFB8	patient	P01_561
6865	2.274390244	562	P01	VDAC	patient	P01_562
6866	2.640243902	562	P01	CYB	patient	P01_562
6867	1.993902439	562	P01	MTCO1	patient	P01_562
6868	1.31097561	562	P01	NDUFB8	patient	P01_562
6869	2.819230769	563	P01	VDAC	patient	P01_563
6870	3.165384615	563	P01	CYB	patient	P01_563
6871	6.480769231	563	P01	MTCO1	patient	P01_563
6872	2.723076923	563	P01	NDUFB8	patient	P01_563
6873	2.260368664	564	P01	VDAC	patient	P01_564
6874	2.338709677	564	P01	CYB	patient	P01_564
6875	3.543778802	564	P01	MTCO1	patient	P01_564
6876	1.880184332	564	P01	NDUFB8	patient	P01_564
6877	4.069970845	565	P01	VDAC	patient	P01_565
6878	4.379008746	565	P01	CYB	patient	P01_565
6879	10.31778426	565	P01	MTCO1	patient	P01_565
6880	3.935860058	565	P01	NDUFB8	patient	P01_565
6881	1.729468599	566	P01	VDAC	patient	P01_566
6882	1.956521739	566	P01	CYB	patient	P01_566
6883	4.014492754	566	P01	MTCO1	patient	P01_566
6884	1.096618357	566	P01	NDUFB8	patient	P01_566
6885	2.277108434	567	P01	VDAC	patient	P01_567
6886	3.192771084	567	P01	CYB	patient	P01_567
6887	1.297188755	567	P01	MTCO1	patient	P01_567
6888	1.116465863	567	P01	NDUFB8	patient	P01_567
6889	3.268608414	568	P01	VDAC	patient	P01_568
6890	3.550161812	568	P01	CYB	patient	P01_568
6891	8.67961165	568	P01	MTCO1	patient	P01_568
6892	3.805825243	568	P01	NDUFB8	patient	P01_568
6893	2.371929825	569	P01	VDAC	patient	P01_569
6894	2.136842105	569	P01	CYB	patient	P01_569
6895	2.919298246	569	P01	MTCO1	patient	P01_569
6896	1.842105263	569	P01	NDUFB8	patient	P01_569
6897	3.46184739	570	P01	VDAC	patient	P01_570
6898	3.847389558	570	P01	CYB	patient	P01_570
6899	9.497991968	570	P01	MTCO1	patient	P01_570
6900	3.618473896	570	P01	NDUFB8	patient	P01_570
6901	3.428571429	571	P01	VDAC	patient	P01_571
6902	3.993197279	571	P01	CYB	patient	P01_571
6903	9.506802721	571	P01	MTCO1	patient	P01_571
6904	3.071428571	571	P01	NDUFB8	patient	P01_571
6905	2.979695431	572	P01	VDAC	patient	P01_572
6906	2.720812183	572	P01	CYB	patient	P01_572
